srch_id	prop_id
4073	16232
4073	22775
4073	29789
4073	31547
4073	31977
4073	37677
4073	43901
4073	47303
4073	48280
4073	52829
4073	54930
4073	59320
4073	61220
4073	62212
4073	63094
4073	69073
4073	72700
4073	74437
4073	79614
4073	79956
4073	87494
4073	95757
4073	107069
4073	114639
4073	115319
4073	121674
4073	126277
4073	132978
4073	133942
4586	9774
4586	16289
4586	16511
4586	24871
4586	41132
4586	43254
4586	45638
4586	61354
4586	78477
4586	86357
4586	87066
4586	104793
4586	116656
4586	138773
4674	2411
4674	5064
4674	6327
4674	8608
4674	10749
4674	10799
4674	11001
4674	12260
4674	14741
4674	17312
4674	33013
4674	37654
4674	38520
4674	41217
4674	59254
4674	64811
4674	71016
4674	71863
4674	72808
4674	72971
4674	79243
4674	81092
4674	84245
4674	86693
4674	95913
4674	107760
4674	120014
4674	136650
4674	138235
4674	138275
4674	139964
4741	24838
4741	67040
4741	72882
4741	75674
4741	80404
4741	88181
4741	90308
4741	94231
4741	96292
4741	101203
4741	121037
4741	124422
4944	8227
4944	16701
4944	24459
4944	28564
4944	31394
4944	37279
4944	76730
4944	86014
4944	87808
4944	93501
4944	105058
4944	106877
4944	109059
4944	110443
4944	116571
4944	119696
4944	126893
4944	128915
4944	130856
4992	2757
4992	14083
4992	18273
4992	25240
4992	30258
4992	32932
4992	45621
4992	66528
4992	66645
4992	72615
4992	75233
4992	86667
4992	94398
4992	100179
4992	112385
4992	126694
5058	3531
5058	4518
5058	5697
5058	6214
5058	9401
5058	10922
5058	18156
5058	18970
5058	19074
5058	19381
5058	27312
5058	33035
5058	35338
5058	39440
5058	47087
5058	53867
5058	60758
5058	69434
5058	72813
5058	77482
5058	77963
5058	79231
5058	94354
5058	106874
5058	114366
5058	116346
5058	120901
5058	127949
5058	130634
5058	131053
5058	133389
5058	136536
5058	139830
5192	9315
5192	57308
5192	89449
5192	93720
5192	94297
5239	2330
5239	3415
5239	8811
5239	15595
5239	17869
5239	23295
5239	32153
5239	32214
5239	34458
5239	37377
5239	45709
5239	53182
5239	56163
5239	62227
5239	63197
5239	67837
5239	71457
5239	75618
5239	77403
5239	81953
5239	88999
5239	89862
5239	94958
5239	96304
5239	99030
5239	100052
5239	108497
5239	114345
5239	116699
5239	137804
5239	138801
5464	3321
5464	3709
5464	4219
5464	4778
5464	7659
5464	8952
5464	18208
5464	28770
5464	31812
5464	36861
5464	39764
5464	43445
5464	58078
5464	59111
5464	61010
5464	68171
5464	74628
5464	76404
5464	77219
5464	84714
5464	88535
5464	90928
5464	92758
5464	94709
5464	101850
5464	107271
5464	113487
5464	113650
5464	123205
5464	126729
5464	130781
5464	133582
5464	137056
5657	3274
5657	6742
5657	7739
5657	9016
5657	13992
5657	15976
5657	17413
5657	21318
5657	25570
5657	31419
5657	36263
5657	45658
5657	54947
5657	62219
5657	69487
5657	73268
5657	73356
5657	75748
5657	85825
5657	86205
5657	94807
5657	95788
5657	100523
5657	102445
5657	108811
5657	109478
5657	113892
5657	115194
5657	122455
5657	128708
5657	130893
5657	135446
5657	136428
5657	140645
5877	636
5877	9902
5877	15662
5877	18631
5877	19265
5877	20528
5877	22588
5877	29028
5877	29989
5877	31111
5877	36331
5877	40630
5877	43698
5877	45449
5877	45950
5877	46497
5877	52487
5877	54994
5877	59590
5877	64914
5877	92950
5877	101905
5877	103457
5877	109559
5877	113183
5877	117209
5877	117267
5877	125075
5877	128251
5877	129857
5877	130289
5877	135396
5877	135414
5976	17576
5976	28699
5976	32800
5976	39376
5976	43129
5976	62793
5976	78473
5976	101775
5976	127682
5976	138752
6142	4080
6142	4503
6142	5322
6142	6713
6142	8864
6142	14480
6142	15390
6142	20274
6142	20430
6142	20587
6142	23190
6142	24041
6142	25159
6142	34151
6142	35679
6142	46501
6142	59721
6142	60144
6142	63105
6142	67233
6142	67477
6142	67964
6142	69184
6142	75205
6142	79398
6142	93974
6142	96206
6142	96780
6142	113983
6142	117582
6142	129914
6142	131242
6142	131352
6142	133689
6177	1211
6177	5132
6177	8312
6177	11631
6177	12154
6177	19043
6177	19875
6177	21638
6177	39127
6177	40048
6177	41441
6177	48757
6177	55148
6177	59042
6177	59539
6177	64620
6177	67025
6177	70887
6177	76562
6177	78150
6177	78642
6177	78725
6177	78926
6177	79106
6177	79596
6177	79625
6177	82789
6177	87490
6177	97298
6177	99270
6177	112324
6177	122248
6177	123201
6177	123709
6177	126789
6208	2307
6208	6755
6208	7590
6208	8535
6208	16104
6208	17414
6208	21457
6208	21660
6208	23751
6208	26333
6208	32581
6208	34248
6208	37423
6208	45358
6208	48048
6208	57288
6208	61585
6208	62824
6208	67587
6208	71787
6208	84816
6208	86901
6208	89693
6208	116997
6208	119013
6208	128216
6208	129247
6208	132106
6208	132654
6208	133776
6208	136530
6208	140196
6367	2312
6367	2369
6367	10681
6367	13398
6367	15439
6367	21231
6367	27221
6367	27952
6367	30880
6367	36329
6367	42127
6367	51617
6367	52204
6367	52283
6367	59896
6367	65535
6367	74272
6367	80863
6367	94446
6367	101135
6367	107698
6367	108152
6367	111905
6367	125641
6367	127979
6367	130341
6367	134459
6367	138555
6367	140396
6495	5154
6495	13638
6495	14443
6495	14954
6495	21060
6495	23640
6495	26623
6495	29355
6495	31784
6495	31816
6495	55685
6495	55770
6495	59879
6495	60550
6495	62074
6495	63619
6495	89279
6495	90040
6495	96803
6495	102713
6495	104911
6495	106906
6495	110387
6495	115950
6495	120679
6495	122982
6495	124525
6495	125241
6495	126757
6495	130228
6495	130396
6658	1707
6658	8962
6658	11102
6658	24559
6658	25075
6658	25476
6658	30338
6658	32887
6658	38291
6658	38750
6658	47179
6658	59546
6658	72492
6658	84122
6658	100685
6658	101984
6658	126665
6658	138470
6664	17832
6664	19623
6664	20836
6664	21663
6664	26908
6664	46480
6664	48148
6664	53030
6664	60014
6664	76732
6664	102937
6664	123783
6664	126654
6664	137410
6749	893
6749	1934
6749	10404
6749	19435
6749	21315
6749	27348
6749	29604
6749	30184
6749	38571
6749	41488
6749	44147
6749	46333
6749	48153
6749	53341
6749	56880
6749	59526
6749	64777
6749	65606
6749	68914
6749	74474
6749	76818
6749	81437
6749	85728
6749	88096
6749	88127
6749	88218
6749	89073
6749	92297
6749	95166
6749	95307
6749	97247
6749	107872
6749	111000
6749	113349
6749	114766
6793	1571
6793	13801
6793	13988
6793	20776
6793	31556
6793	35986
6793	36582
6793	45880
6793	50382
6793	54859
6793	58409
6793	74696
6793	75341
6793	84949
6793	92974
6793	94766
6793	98173
6793	107380
6793	111155
6793	113241
6793	117906
6793	119406
6793	120030
6793	132799
6793	140294
7125	2336
7125	13221
7125	23982
7125	27595
7125	35556
7125	43978
7125	47427
7125	48922
7125	49905
7125	50303
7125	53480
7125	56136
7125	66733
7125	78911
7125	81352
7125	87171
7125	100328
7125	104927
7125	109770
7125	116668
7125	119806
7125	123055
7125	126555
7125	136658
7125	138447
7152	25240
7152	35762
7152	51306
7152	53899
7152	55489
7152	55496
7152	59825
7152	66422
7152	69737
7152	70042
7152	100179
7152	103442
7163	1194
7163	1311
7163	1601
7163	5614
7163	11043
7163	13245
7163	25756
7163	30951
7163	33760
7163	35493
7163	39805
7163	39960
7163	41927
7163	51388
7163	64350
7163	67259
7163	70475
7163	77276
7163	79429
7163	85826
7163	89700
7163	90687
7163	95629
7163	103892
7163	105658
7163	112125
7163	115846
7163	118697
7163	119620
7163	121787
7163	137924
7206	2368
7206	5584
7206	5928
7206	12667
7206	13803
7206	14299
7206	15910
7206	20455
7206	21525
7206	25633
7206	30484
7206	38601
7206	39737
7206	47690
7206	50563
7206	51859
7206	59501
7206	60869
7206	61673
7206	65870
7206	80602
7206	83302
7206	90949
7206	93919
7206	101856
7206	105578
7206	109965
7206	126644
7206	127658
7206	138132
7381	148
7381	11415
7381	71552
7381	123163
7381	127543
7502	934
7502	2924
7502	7676
7502	16462
7502	23454
7502	25444
7502	29711
7502	29877
7502	33804
7502	36708
7502	41255
7502	48994
7502	55396
7502	56637
7502	66321
7502	66729
7502	67804
7502	79594
7502	84320
7502	84556
7502	88186
7502	88719
7502	93168
7502	94836
7502	103149
7502	107895
7502	111243
7502	113139
7502	120386
7502	131310
7502	132064
7502	132511
7502	136128
7543	848
7543	2103
7543	2671
7543	3376
7543	5116
7543	7958
7543	12560
7543	18611
7543	22180
7543	23776
7543	25498
7543	35308
7543	39016
7543	40230
7543	45450
7543	49817
7543	50810
7543	64414
7543	68837
7543	70720
7543	72344
7543	78182
7543	79303
7543	79311
7543	82338
7543	83340
7543	90873
7543	91402
7543	113920
7543	114370
7543	120356
7543	129620
7868	16823
7868	29738
7868	31084
7868	38228
7868	38937
7868	46256
7868	68819
7868	104188
7868	105334
7868	126050
7868	130618
8021	1495
8021	8797
8021	10177
8021	22013
8021	31166
8021	31245
8021	37124
8021	38837
8021	39329
8021	43611
8021	47270
8021	48375
8021	48522
8021	55050
8021	62726
8021	64602
8021	66803
8021	68833
8021	72189
8021	77411
8021	79235
8021	85321
8021	88316
8021	90836
8021	103197
8021	107909
8021	110189
8021	115848
8021	118976
8021	129926
8021	130173
8394	6150
8394	9477
8394	11099
8394	22044
8394	24890
8394	28612
8394	34400
8394	44580
8394	48248
8394	54177
8394	59104
8394	62625
8394	68854
8394	77903
8394	84569
8394	86105
8394	92687
8394	97821
8394	103250
8394	103616
8394	104919
8394	105193
8394	106734
8394	113456
8394	121011
8394	130144
8394	133291
8625	7590
8625	11691
8625	21660
8625	23209
8625	23751
8625	26333
8625	27052
8625	45358
8625	49764
8625	49989
8625	52541
8625	56285
8625	57362
8625	57498
8625	57549
8625	61585
8625	62809
8625	63022
8625	81007
8625	84795
8625	84816
8625	85937
8625	88790
8625	88794
8625	90591
8625	116997
8625	118013
8625	119013
8625	122526
8625	124635
8625	124958
8625	136530
8697	885
8697	17349
8697	21378
8697	23135
8697	24847
8697	27088
8697	39084
8697	46963
8697	47197
8697	57075
8697	59454
8697	64148
8697	65019
8697	65538
8697	68736
8697	78613
8697	80607
8697	83338
8697	83466
8697	88919
8697	92705
8697	93033
8697	97757
8697	111268
8697	116710
8697	120146
8697	121880
8697	122586
8697	124533
8697	128978
8697	140545
8804	5286
8804	10107
8804	10763
8804	21808
8804	22578
8804	23073
8804	27699
8804	32842
8804	56820
8804	57114
8804	63812
8804	66606
8804	69607
8804	69738
8804	77210
8804	77856
8804	82404
8804	92611
8804	94194
8804	98323
8804	106236
8804	108751
8804	112101
8804	112479
8804	121101
8804	121350
8804	126073
8804	126899
8804	130258
8804	132925
8804	134232
8804	139917
8822	1278
8822	4516
8822	5061
8822	12363
8822	14429
8822	19454
8822	20178
8822	24095
8822	25007
8822	27751
8822	31450
8822	32276
8822	43893
8822	49552
8822	50570
8822	50728
8822	51219
8822	58269
8822	60309
8822	61672
8822	65826
8822	71537
8822	89096
8822	94363
8822	106538
8822	108223
8822	109960
8822	111549
8822	117292
8822	120549
8822	121921
8822	136799
8822	137953
8833	7611
8833	40058
8833	41779
8833	44743
8833	50298
8833	60048
8833	60590
8833	70218
8833	75671
8833	76901
8833	85724
8833	91497
8833	96163
8833	100009
8833	101024
8833	110105
8833	121239
8833	133243
8833	134210
8870	21243
8870	22529
8870	25253
8870	30320
8870	44111
8870	49062
8870	50856
8870	59422
8870	60113
8870	67753
8870	81571
8870	86398
8870	89750
8870	94336
8870	95076
8870	98577
8870	99380
8870	105928
8870	109439
8870	110617
8870	113547
8870	120367
8870	134555
8954	6400
8954	24865
8954	37339
8954	47202
8954	50366
8954	54795
8954	80067
8954	85657
8954	85930
8954	94241
8954	94976
8954	110915
8954	114067
8954	121614
8954	133846
8954	138973
9238	875
9238	2768
9238	4161
9238	35853
9238	43631
9238	44458
9238	56410
9238	67636
9238	67840
9238	70283
9238	80175
9238	81715
9238	82829
9238	83978
9238	84947
9238	85363
9238	85545
9238	89857
9238	95839
9238	97908
9238	98138
9238	118378
9238	119333
9238	119990
9238	121219
9238	126855
9238	132751
9238	134551
9238	137630
9238	138230
9373	5961
9373	9496
9373	10418
9373	11948
9373	12183
9373	13674
9373	16826
9373	26269
9373	32114
9373	39355
9373	39700
9373	45410
9373	47556
9373	59098
9373	62131
9373	67161
9373	68206
9373	70683
9373	70903
9373	71216
9373	81720
9373	85894
9373	86858
9373	88778
9373	91254
9373	94080
9373	100081
9373	108213
9373	118766
9373	127861
9373	131580
9373	135551
9396	453
9396	1211
9396	1949
9396	5132
9396	11631
9396	14024
9396	19043
9396	21638
9396	24984
9396	33509
9396	38064
9396	38913
9396	45961
9396	52263
9396	57125
9396	61586
9396	64620
9396	64872
9396	67025
9396	70887
9396	71987
9396	72631
9396	78150
9396	78926
9396	79625
9396	86989
9396	88616
9396	93594
9396	107087
9396	122248
9396	123584
9396	124778
9396	126789
9396	129887
9556	14026
9556	18459
9556	21480
9556	21843
9556	25396
9556	35198
9556	41961
9556	43804
9556	43814
9556	54388
9556	55307
9556	55947
9556	64291
9556	66068
9556	73692
9556	82421
9556	95352
9556	100177
9556	103081
9556	112706
9556	123280
9556	134993
9556	135932
9556	136048
9556	139121
9578	5848
9578	7283
9578	9210
9578	9958
9578	16954
9578	20046
9578	23814
9578	24741
9578	29284
9578	37924
9578	43504
9578	43944
9578	44473
9578	64769
9578	64852
9578	65766
9578	70842
9578	72196
9578	74397
9578	75059
9578	76312
9578	76944
9578	88130
9578	89550
9578	100058
9578	107630
9578	109961
9578	116150
9578	120924
9578	125473
9578	129895
9578	134483
9578	136037
9715	5286
9715	9589
9715	10107
9715	10763
9715	21808
9715	27525
9715	32358
9715	32842
9715	34020
9715	57114
9715	58217
9715	66606
9715	69607
9715	73745
9715	77856
9715	82404
9715	82688
9715	92611
9715	94194
9715	98323
9715	106236
9715	112101
9715	112479
9715	113229
9715	121101
9715	121350
9715	121675
9715	122734
9715	126073
9715	126899
9715	137264
9715	139917
10618	8758
10618	23185
10618	84088
10618	92928
10618	124246
10708	5700
10708	10116
10708	15107
10708	15195
10708	16337
10708	17588
10708	19855
10708	20013
10708	21534
10708	31148
10708	34170
10708	52125
10708	55380
10708	58948
10708	59973
10708	67250
10708	73699
10708	73877
10708	83096
10708	85991
10708	88112
10708	89238
10708	92226
10708	97227
10708	99062
10708	99129
10708	103744
10708	103984
10708	116747
10708	128943
10708	134724
10708	138641
10757	13466
10757	16921
10757	23918
10757	34641
10757	36064
10757	41736
10757	49166
10757	57244
10757	58117
10757	59878
10757	62618
10757	67387
10757	69164
10757	72302
10757	74914
10757	76568
10757	78449
10757	78578
10757	85424
10757	85616
10757	92753
10757	93912
10757	101047
10757	101304
10757	104411
10757	108134
10757	113857
10757	119166
10757	121172
10757	128319
10757	136931
10757	140519
11012	16821
11012	35161
11012	38820
11012	49206
11012	51819
11012	60861
11012	67766
11012	68727
11012	74289
11012	92126
11012	93426
11012	93813
11012	102433
11012	103942
11012	105546
11012	107734
11012	108020
11012	115984
11012	126553
11012	126761
11012	137231
11071	10479
11071	19338
11071	19613
11071	20103
11071	20768
11071	22911
11071	24748
11071	24775
11071	25214
11071	32163
11071	39391
11071	41127
11071	44598
11071	48878
11071	55643
11071	57455
11071	63044
11071	80387
11071	84318
11071	88896
11071	98507
11071	105742
11071	110122
11071	111455
11071	118535
11071	119573
11071	121772
11071	136837
11122	11
11122	327
11122	10597
11122	13396
11122	16970
11122	23807
11122	33813
11122	34677
11122	35820
11122	36599
11122	48574
11122	49807
11122	52429
11122	61137
11122	75304
11122	98320
11122	99101
11122	99574
11122	103223
11122	104803
11122	105569
11122	110267
11122	111382
11122	117523
11122	119705
11122	138259
11122	140709
11322	12638
11322	24816
11322	29033
11322	34298
11322	44901
11322	50302
11322	61299
11322	69377
11322	72871
11322	74650
11322	75117
11322	75524
11322	76544
11322	77973
11322	80701
11322	81224
11322	82757
11322	83006
11322	84164
11322	85091
11322	86094
11322	87912
11322	98674
11322	101654
11322	103202
11322	112197
11322	116652
11322	119255
11322	127314
11322	134507
11322	139448
11413	3345
11413	13145
11413	20123
11413	20257
11413	21171
11413	23961
11413	33957
11413	47350
11413	47541
11413	49962
11413	60437
11413	66801
11413	75457
11413	80238
11413	98876
11413	105855
11413	107158
11413	111311
11413	113047
11413	123528
11413	123562
11413	124156
11413	128400
11413	136395
11413	138729
11500	6429
11500	19877
11500	29184
11500	35063
11500	37412
11500	38390
11500	39018
11500	40538
11500	49429
11500	53264
11500	54566
11500	61056
11500	61633
11500	63203
11500	70101
11500	77535
11500	78423
11500	82228
11500	93230
11500	94646
11500	95160
11500	97956
11500	105884
11500	107464
11500	112488
11500	113428
11500	115701
11500	121298
11500	126467
11500	129826
11500	130742
11561	3675
11561	8325
11561	17068
11561	35378
11561	40391
11561	42244
11561	43709
11561	49310
11561	53732
11561	57193
11561	74598
11561	77322
11561	89820
11561	90424
11561	110490
11561	121348
11561	124624
11561	125914
11561	139470
11561	140472
11675	5090
11675	9522
11675	13155
11675	18569
11675	18859
11675	31442
11675	31945
11675	33163
11675	34348
11675	36710
11675	37788
11675	41368
11675	42875
11675	52882
11675	57313
11675	65496
11675	68689
11675	68783
11675	73912
11675	77109
11675	92698
11675	97615
11675	99894
11675	102112
11675	110963
11675	117347
11675	121287
11675	125611
11675	127831
11675	128313
11675	131345
11675	133729
11675	135195
11675	137592
12101	1277
12101	3625
12101	4610
12101	6542
12101	11826
12101	12248
12101	18380
12101	21721
12101	29286
12101	32243
12101	32625
12101	39993
12101	44693
12101	46153
12101	46162
12101	49152
12101	56417
12101	57724
12101	83430
12101	83806
12101	88096
12101	97099
12101	109185
12101	110789
12101	111856
12101	113349
12101	114978
12101	117463
12101	122660
12101	130018
12101	138957
12101	140130
12135	7432
12135	8134
12135	13760
12135	17023
12135	24092
12135	30435
12135	39526
12135	46068
12135	54116
12135	61946
12135	62587
12135	80832
12135	81804
12135	82897
12135	86021
12135	89097
12135	91288
12135	97432
12135	99219
12135	100664
12135	100748
12135	101406
12135	103908
12135	106647
12135	114209
12135	125744
12135	128339
12135	129643
12135	131350
12135	134077
12135	134845
12135	139165
12175	21227
12175	25567
12175	25718
12175	28270
12175	28839
12175	48103
12175	48509
12175	55167
12175	71622
12175	121018
12175	121707
12175	130172
12181	4717
12181	4915
12181	5871
12181	17907
12181	18144
12181	20027
12181	21283
12181	24385
12181	44806
12181	61652
12181	71295
12181	75828
12181	79394
12181	85170
12181	85218
12181	89931
12181	90249
12181	93221
12181	95576
12181	95678
12181	96243
12181	98559
12181	98699
12181	99414
12181	102850
12181	103696
12181	111115
12181	111421
12181	114977
12181	126158
12181	126339
12181	127645
12744	2091
12744	6809
12744	7651
12744	7941
12744	12224
12744	13511
12744	26190
12744	35646
12744	37182
12744	37742
12744	39277
12744	45331
12744	47283
12744	48360
12744	50864
12744	53930
12744	59729
12744	62042
12744	65974
12744	67792
12744	71784
12744	91169
12744	94210
12744	99629
12744	100110
12744	101276
12744	102315
12744	106653
12744	120535
12744	129843
12744	135040
12744	135168
12744	136803
12814	2253
12814	4670
12814	10091
12814	10678
12814	20297
12814	22736
12814	38153
12814	40750
12814	53498
12814	60728
12814	61004
12814	61170
12814	63358
12814	66583
12814	70483
12814	86682
12814	89577
12814	99242
12814	104749
12814	110087
12814	120970
12814	130845
12994	11838
12994	12976
12994	35504
12994	45104
12994	65454
12994	88307
12994	89802
12994	101451
12994	102739
12994	132838
13151	19556
13151	20951
13151	23323
13151	28065
13151	36558
13151	37337
13151	39148
13151	48281
13151	50195
13151	52231
13151	57554
13151	90120
13151	113901
13317	599
13317	3987
13317	7189
13317	16600
13317	19775
13317	23577
13317	25990
13317	27476
13317	38911
13317	46562
13317	56074
13317	60387
13317	62910
13317	64067
13317	65175
13317	66042
13317	66104
13317	68141
13317	68588
13317	71000
13317	72119
13317	74975
13317	84425
13317	89023
13317	94048
13317	107780
13317	111387
13317	112980
13317	121213
13317	125045
13317	126880
13317	129565
13317	130738
13317	132761
13355	2635
13355	2798
13355	6342
13355	17654
13355	19080
13355	23646
13355	25599
13355	28797
13355	36474
13355	40833
13355	42645
13355	43404
13355	51403
13355	53034
13355	55615
13355	56222
13355	57238
13355	61323
13355	64099
13355	76935
13355	77663
13355	78301
13355	86196
13355	89983
13355	106879
13355	108519
13355	109507
13355	122456
13355	128937
13355	129821
13355	133503
13355	134029
13355	140482
13402	8005
13402	27294
13402	27999
13402	42694
13402	45047
13402	52691
13402	53498
13402	53590
13402	55225
13402	56333
13402	65797
13402	71069
13402	78190
13402	79215
13402	79782
13402	83133
13402	88919
13402	92705
13402	100454
13402	105212
13402	112796
13402	118393
13402	121215
13402	122586
13402	129396
13402	130089
13402	137991
13402	138208
13402	138282
13402	138592
13402	139876
